k,l,t,current_theta,current_thetadot,force,next_theta,next_thetadot,reward
35,1,35,-3.026299711469359,-22.071982690125903,3,-3.133903003135915,-21.520658333311257,-104.42061367523347
36,1,36,-3.133903003135915,-21.520658333311257,3,3.0447320009997676,-20.910060608780686,-99.07502825584841
37,1,37,3.0447320009997676,-20.910060608780686,-3,2.939088963301327,-21.12860753968814,-96.83302532761499
38,1,38,2.939088963301327,-21.12860753968814,-3,2.8326716289579537,-21.283466868674676,-94.4187389825138
39,1,39,2.8326716289579537,-21.283466868674676,-3,2.7257914266053636,-21.37604047051802,-91.84320512649894
40,1,40,2.7257914266053636,-21.37604047051802,-3,2.618748348187761,-21.408615683520527,-89.12209710414874
41,1,41,2.618748348187761,-21.408615683520527,0,2.5140422189885205,-20.94122583984805,-75.4555353618356
42,1,42,2.5140422189885205,-20.94122583984805,3,2.4141303167051147,-19.982380456681128,-78.06967880172888
43,1,43,2.4141303167051147,-19.982380456681128,3,2.3192051120687274,-18.98504092727747,-71.93673966026866
44,1,44,2.3192051120687274,-18.98504092727747,3,2.229427826235078,-17.955457166729897,-66.09158636858353
45,1,45,2.229427826235078,-17.955457166729897,0,2.1427140206406006,-17.342761118895467,-53.033253193956284
46,1,46,2.1427140206406006,-17.342761118895467,3,2.0614030950759052,-16.262185112939072,-56.69278006669233
47,1,47,2.0614030950759052,-16.262185112939072,-3,1.9811430317850551,-16.052012658170014,-54.39134959975743
48,1,48,1.9811430317850551,-16.052012658170014,-3,1.9020290513337919,-15.822796090252641,-52.124660171960045
49,1,49,1.9020290513337919,-15.822796090252641,0,1.8263524845175745,-15.13531336324348,-39.58558804887525
50,1,50,1.8263524845175745,-15.13531336324348,-3,1.7519352627347733,-14.883444356560222,-46.49807741555023
51,1,51,1.7519352627347733,-14.883444356560222,-3,1.6788151200045631,-14.624028546042023,-44.47832212732488
52,1,52,1.6788151200045631,-14.624028546042023,0,1.6092284128217649,-13.91734143655964,-32.31731968934228
53,1,53,1.6092284128217649,-13.91734143655964,-3,1.5409465016120145,-13.656382241950086,-39.5222581979765
54,1,54,1.5409465016120145,-13.656382241950086,3,1.4783907959024274,-12.511141141917433,-35.581061994342974
55,1,55,1.4783907959024274,-12.511141141917433,-3,1.4170732076214987,-12.263517656185742,-34.07986890915136
56,1,56,1.4170732076214987,-12.263517656185742,0,1.3591770017687659,-11.579241170546554,-22.644693219253693
57,1,57,1.3591770017687659,-11.579241170546554,3,1.3068591190559893,-10.463576542555312,-28.48804719149036
58,1,58,1.3068591190559893,-10.463576542555312,-3,1.2556074392055345,-10.250335970090939,-27.389688956915418
59,1,59,1.2556074392055345,-10.250335970090939,3,1.2098010088748747,-9.16128606613195,-24.711008643923666
60,1,60,1.2098010088748747,-9.16128606613195,-3,1.1649202579594924,-8.976150183076468,-23.842323247936424
61,1,61,1.1649202579594924,-8.976150183076468,0,1.1231234741192664,-8.35935676804519,-13.294916248134946
62,1,62,1.1231234741192664,-8.35935676804519,-3,1.0821192004012665,-8.200854743599951,-21.580311671947964
63,1,63,1.0821192004012665,-8.200854743599951,0,1.0440617071958822,-7.6114986410768495,-11.243815398475373
64,1,64,1.0440617071958822,-7.6114986410768495,0,1.0088725570383499,-7.037830031506451,-10.042224336962903
65,1,65,1.0088725570383499,-7.037830031506451,-3,0.9742592833720328,-6.922654733263403,-18.538220611780353
66,1,66,0.9742592833720328,-6.922654733263403,0,0.9423765733183593,-6.376542010734703,-8.506396831162721
67,1,67,0.9423765733183593,-6.376542010734703,0,0.9131482310616452,-5.845668451342832,-7.5863824237575495
68,1,68,0.9131482310616452,-5.845668451342832,0,0.8865010519124278,-5.329435829843497,-6.769709201651169
69,1,69,0.8865010519124278,-5.329435829843497,3,0.8645807447594203,-4.384061430601494,-14.65949878377253
70,1,70,0.8645807447594203,-4.384061430601494,0,0.8450923823669536,-3.897672478493335,-5.090090748633704
71,1,71,0.8450923823669536,-3.897672478493335,3,0.8301940681707406,-2.9796628392426014,-13.33395001768575
72,1,72,0.8301940681707406,-2.9796628392426014,3,0.8198195313633668,-2.0749073614747524,-12.791044375894465
73,1,73,0.8198195313633668,-2.0749073614747524,-3,0.809480750358709,-2.06775620093155,-12.703856996655581
74,1,74,0.809480750358709,-2.06775620093155,3,0.8035873714568397,-1.1786757803738714,-12.367690977348559
75,1,75,0.8035873714568397,-1.1786757803738714,3,0.8020917562378141,-0.29912304380509935,-12.225703386656829
76,1,76,0.8020917562378141,-0.29912304380509935,3,0.8049556620226805,0.5727811569732817,-12.272575914490226
77,1,77,0.8049556620226805,0.5727811569732817,0,0.8099346439664687,0.9957963887576473,-3.3791316822717294
78,1,78,0.8099346439664687,0.9957963887576473,-3,0.8148065151903181,0.9743742447698781,-12.414488802870038
79,1,79,0.8148065151903181,0.9743742447698781,-3,0.8195820708271945,0.9551111273752634,-12.449797580670566
80,1,80,0.8195820708271945,0.9551111273752634,-3,0.8242717735014097,0.9379405348430425,-12.485093027645961
81,1,81,0.8242717735014097,0.9379405348430425,0,0.8311012661850067,1.3658985367193928,-3.640214454532824
82,1,82,0.8311012661850067,1.3658985367193928,-3,0.8378516599650758,1.3500787560138239,-12.692248285275149
83,1,83,0.8378516599650758,1.3500787560138239,-3,0.8445370336035436,1.337074727693559,-12.744990888383045
84,1,84,0.8445370336035436,1.337074727693559,3,0.8556020975011583,2.2130127795229564,-13.1500173024751
85,1,85,0.8556020975011583,2.2130127795229564,0,0.8688180077448594,2.643182048740201,-4.472864787186977
86,1,86,0.8688180077448594,2.643182048740201,3,0.8864085638023993,3.518111211507976,-14.166311359564972
87,1,87,0.8864085638023993,3.518111211507976,3,0.9083721286602254,4.392712971565224,-15.055292345689285
88,1,88,0.9083721286602254,4.392712971565224,0,0.9324988807289394,4.825350413742779,-6.676171474344384
89,1,89,0.9324988807289394,4.825350413742779,-3,0.9565993667755787,4.820097209327857,-15.89874545331421
90,1,90,0.9565993667755787,4.820097209327857,0,0.9829311799528772,5.2663626354597,-7.60422606343438
91,1,91,0.9829311799528772,5.2663626354597,3,1.0137361322057876,6.160990450582074,-17.934085061914104
92,1,92,1.0137361322057876,6.160990450582074,-3,1.0445969811804567,6.172169794933825,-18.26548226320596
93,1,93,1.0445969811804567,6.172169794933825,0,1.0777759546908274,6.635794702074149,-10.211382175356157
94,1,94,1.0777759546908274,6.635794702074149,0,1.1133025259183618,7.10531424550688,-11.245761623821323
95,1,95,1.1133025259183618,7.10531424550688,-3,1.148990652940846,7.13762540449687,-20.695467244219067
96,1,96,1.148990652940846,7.13762540449687,3,1.189315068690006,8.064883149831987,-22.57658568510996
97,1,97,1.189315068690006,8.064883149831987,0,1.232069973612285,8.5509809844558,-14.901909679037352
98,1,98,1.232069973612285,8.5509809844558,0,1.2772806183244916,9.042128942441314,-16.333238470910466
99,1,99,1.2772806183244916,9.042128942441314,3,1.3271845407452962,9.980784484160946,-27.768699917893304
100,1,100,1.3271845407452962,9.980784484160946,0,1.37956800354796,10.476692560532769,-20.49214808285879
101,1,101,1.37956800354796,10.476692560532769,0,1.4344446946375038,10.975338217908734,-22.333962809617212
102,1,102,1.4344446946375038,10.975338217908734,3,1.4940367042959086,11.918401931680982,-34.3655588294266
103,1,103,1.4940367042959086,11.918401931680982,0,1.5561096422320935,12.414587587236987,-27.519584589356334
104,1,104,1.5561096422320935,12.414587587236987,3,1.6228675733242373,13.351586218428775,-39.994981257550215
105,1,105,1.6228675733242373,13.351586218428775,3,1.6942693397057202,14.28035327629658,-43.745591946917735
106,1,106,1.6942693397057202,14.28035327629658,-3,1.7658282791626405,14.311787891384048,-45.07347482224917
107,1,107,1.7658282791626405,14.311787891384048,-3,1.8375094833027128,14.33624082801446,-46.43498561401989
108,1,108,1.8375094833027128,14.33624082801446,3,1.9136943057840257,15.236964496262575,-50.52763818598764
109,1,109,1.9136943057840257,15.236964496262575,0,1.9920634531253785,15.673829468270553,-44.40847702643167
110,1,110,1.9920634531253785,15.673829468270553,0,2.072512812907739,16.089871956472077,-47.3649447559004
111,1,111,2.072512812907739,16.089871956472077,3,2.1571350138386522,16.92444018618267,-60.909824901210904
112,1,112,2.1571350138386522,16.92444018618267,0,2.243551331963599,17.283263624989335,-55.03873304886614
113,1,113,2.243551331963599,17.283263624989335,0,2.3315965538767363,17.60904438262749,-58.189556857183845
114,1,114,2.3315965538767363,17.60904438262749,-3,2.418870659118213,17.454821048295326,-68.72175411051624
115,1,115,2.418870659118213,17.454821048295326,3,2.5096243481250564,18.150737801368717,-73.4360001169141
116,1,116,2.5096243481250564,18.150737801368717,0,2.601404626477489,18.356055670486533,-67.5310081310925
117,1,117,2.601404626477489,18.356055670486533,3,2.6961920525733123,18.95748521916468,-81.28588250528219
118,1,118,2.6961920525733123,18.95748521916468,3,2.7937149790305793,19.504585291453417,-86.06710165945725
119,1,119,2.7937149790305793,19.504585291453417,-3,2.889253861115623,19.107776417008722,-87.24965133009715
120,1,120,2.889253861115623,19.107776417008722,0,2.984769437667739,19.103115310423252,-81.03714443650969
121,1,121,2.984769437667739,19.103115310423252,0,3.07998459859684,19.043032185820266,-83.69523312098735
122,1,122,3.07998459859684,19.043032185820266,3,-3.106348705201814,19.370400676186406,-94.76825362714521
123,1,123,-3.106348705201814,19.370400676186406,-3,-3.0125910557084876,18.751529898665257,-89.54051169872761
124,1,124,-3.0125910557084876,18.751529898665257,3,-2.9177491043940496,18.968390262887606,-87.54628209748233
125,1,125,-2.9177491043940496,18.968390262887606,0,-2.8243238483899926,18.685051200811387,-74.7971398406166
126,1,126,-2.8243238483899926,18.685051200811387,3,-2.7303554066990983,18.793688338178843,-81.59447536971494
127,1,127,-2.7303554066990983,18.793688338178843,-3,-2.6405394332433154,17.963194691156584,-76.12987884380425
128,1,128,-2.6405394332433154,17.963194691156584,3,-2.5506508414405378,17.97771836055557,-73.8489343198523
129,1,129,-2.5506508414405378,17.97771836055557,3,-2.4609179909615073,17.94657009580613,-71.48852461155839
130,1,130,-2.4609179909615073,17.94657009580613,0,-2.3737691995288426,17.429758286532987,-58.55354845585555
131,1,131,-2.3737691995288426,17.429758286532987,-3,-2.2915928427804024,16.43527134968805,-62.268803219199526
132,1,132,-2.2915928427804024,16.43527134968805,3,-2.2100863983938326,16.301288877313933,-59.995611347991
133,1,133,-2.2100863983938326,16.301288877313933,0,-2.1316119780000564,15.694884078755276,-47.35178674832315
134,1,134,-2.1316119780000564,15.694884078755276,3,-2.054061258436798,15.510143912651698,-54.152294686171466
135,1,135,-2.054061258436798,15.510143912651698,0,-1.9797570136272362,14.860848961912394,-41.68167235190843
136,1,136,-1.9797570136272362,14.860848961912394,0,-1.908768357436964,14.197731238054452,-38.374540442565745
137,1,137,-1.908768357436964,14.197731238054452,0,-1.8411455868209645,13.52455412319992,-35.24044178248796
138,1,138,-1.8411455868209645,13.52455412319992,-3,-1.7791373369708405,12.401649970024792,-40.206740516920064
139,1,139,-1.7791373369708405,12.401649970024792,-3,-1.7227423137400564,11.279004646156839,-36.56079997855497
140,1,140,-1.7227423137400564,11.279004646156839,0,-1.6697301185041256,10.602439047186142,-25.18116471812874
141,1,141,-1.6697301185041256,10.602439047186142,0,-1.6200933750543054,9.927348689964052,-22.97873792068735
142,1,142,-1.6200933750543054,9.927348689964052,0,-1.5738159967317629,9.255475664508507,-20.95086693547488
143,1,143,-1.5738159967317629,9.255475664508507,-3,-1.533090200951449,8.145159156062764,-27.38618958902608
144,1,144,-1.533090200951449,8.145159156062764,3,-1.4934385341862726,7.9303333530352855,-26.4408119859886
145,1,145,-1.4934385341862726,7.9303333530352855,-3,-1.4592766190402056,6.832383029213428,-24.315587040175433
146,1,146,-1.4592766190402056,6.832383029213428,3,-1.42612003648705,6.631316510631078,-23.566527658765956
147,1,147,-1.42612003648705,6.631316510631078,0,-1.3961636721011204,5.99127287718595,-13.335900065364825
148,1,148,-1.3961636721011204,5.99127287718595,3,-1.367152327907894,5.802268838645231,-21.712159806111217
149,1,149,-1.367152327907894,5.802268838645231,-3,-1.3434932429032376,4.731817000931308,-20.263879681663546
150,1,150,-1.3434932429032376,4.731817000931308,3,-1.320697648077679,4.559118965111687,-19.799767961993673
151,1,151,-1.320697648077679,4.559118965111687,3,-1.2987426532342508,4.390998968685666,-19.361749590949564
152,1,152,-1.2987426532342508,4.390998968685666,0,-1.279820215245463,3.784487597757567,-9.6219335545128
153,1,153,-1.279820215245463,3.784487597757567,0,-1.2638904959738986,3.1859438543128675,-9.00211975334913
154,1,154,-1.2638904959738986,3.1859438543128675,0,-1.25091565284264,2.594968626251726,-8.497336069756717
155,1,155,-1.25091565284264,2.594968626251726,-3,-1.2430756830227592,1.5679939639761742,-16.972046275719066
156,1,156,-1.2430756830227592,1.5679939639761742,0,-1.2381066469612396,0.9938072123039012,-7.7633056237707425
157,1,157,-1.2381066469612396,0.9938072123039012,3,-1.2337653257582208,0.8682642406037628,-16.686272674367565
158,1,158,-1.2337653257582208,0.8682642406037628,3,-1.2300424688958926,0.7445713724656593,-16.620461029307055
159,1,159,-1.2300424688958926,0.7445713724656593,0,-1.229144947017226,0.179504375733347,-7.557208685980639
160,1,160,-1.229144947017226,0.179504375733347,3,-1.2288337938185565,0.062230639733887,-16.5505497294047
161,1,161,-1.2288337938185565,0.062230639733887,0,-1.2313194981697162,-0.497140870231945,-7.605453437350106
162,1,162,-1.2313194981697162,-0.497140870231945,3,-1.2343666760215923,-0.6094355703752208,-16.65544662580683
163,1,163,-1.2343666760215923,-0.6094355703752208,3,-1.237973834977854,-0.721431791252341,-16.71494246339183
164,1,164,-1.237973834977854,-0.721431791252341,-3,-1.2465709843939579,-1.7194298832207822,-17.06534000799587
165,1,165,-1.2465709843939579,-1.7194298832207822,-3,-1.260126455761965,-2.711094273601414,-17.674596638591495
166,1,166,-1.260126455761965,-2.711094273601414,-3,-1.278613156522927,-3.6973401521924174,-18.54129044026904
167,1,167,-1.278613156522927,-3.6973401521924174,3,-1.2975769666923749,-3.7927620338895482,-18.85703430702432
168,1,168,-1.2975769666923749,-3.7927620338895482,0,-1.3192452484484762,-4.333656351220258,-10.580097864816578
169,1,169,-1.3192452484484762,-4.333656351220258,-3,-1.3458285358310376,-5.316657476512279,-20.882956911540962
170,1,170,-1.3458285358310376,-5.316657476512279,0,-1.3750906547364787,-5.852423781088222,-12.879457955062684
171,1,171,-1.3750906547364787,-5.852423781088222,0,-1.4070283085162205,-6.3875307559483385,-13.978698220648681
172,1,172,-1.4070283085162205,-6.3875307559483385,-3,-1.4438525264257023,-7.364843581896331,-24.847642688909374
173,1,173,-1.4438525264257023,-7.364843581896331,-3,-1.4855400591060324,-8.33750653606601,-26.985547859938116
174,1,174,-1.4855400591060324,-8.33750653606601,3,-1.5276341443488917,-8.41881704857185,-27.755978444635254
175,1,175,-1.5276341443488917,-8.41881704857185,0,-1.5723550288377757,-8.944176897776813,-20.361331721429657
176,1,176,-1.5723550288377757,-8.944176897776813,0,-1.6196844696366721,-9.465888159779292,-22.07719277125612
177,1,177,-1.6196844696366721,-9.465888159779292,0,-1.6695980705320268,-9.982720179070945,-23.903258802984357
178,1,178,-1.6695980705320268,-9.982720179070945,0,-1.7220642490041116,-10.493235694416954,-25.83832592234908
179,1,179,-1.7220642490041116,-10.493235694416954,3,-1.7748277052030226,-10.552691239782211,-35.88599615599876
180,1,180,-1.7748277052030226,-10.552691239782211,3,-1.8278584089607472,-10.606140751544938,-36.95435398020079
181,1,181,-1.8278584089607472,-10.606140751544938,0,-1.8833337706887705,-11.095072345604645,-30.044793494504006
182,1,182,-1.8833337706887705,-11.095072345604645,-3,-1.9434035053716987,-12.013946936585628,-42.31757802296455
183,1,183,-1.9434035053716987,-12.013946936585628,3,-2.003540065854503,-12.027312096560824,-43.536487604229166
184,1,184,-2.003540065854503,-12.027312096560824,0,-2.0658885141842807,-12.469689665955537,-36.888792801716505
185,1,185,-2.0658885141842807,-12.469689665955537,0,-2.13034843021467,-12.891983206077839,-39.31224526916985
186,1,186,-2.13034843021467,-12.891983206077839,-3,-2.1990222218091353,-13.734758318893082,-52.0428522678922
187,1,187,-2.1990222218091353,-13.734758318893082,-3,-2.271762235668502,-14.548002771873303,-55.96895674209109
188,1,188,-2.271762235668502,-14.548002771873303,3,-2.3439719531085292,-14.441943488005457,-57.327995755871385
189,1,189,-2.3439719531085292,-14.441943488005457,0,-2.417727175083207,-14.751044394935537,-50.986354539815025
190,1,190,-2.417727175083207,-14.751044394935537,-3,-2.4950726095913507,-15.469086901628748,-64.05620159267917
191,1,191,-2.4950726095913507,-15.469086901628748,0,-2.573586474492093,-15.702772980148467,-57.774444635051275
192,1,192,-2.573586474492093,-15.702772980148467,-3,-2.6552837185911167,-16.33944881980477,-70.95041690457728
193,1,193,-2.6552837185911167,-16.33944881980477,0,-2.737714036444344,-16.486063570645417,-64.65441993225811
194,1,194,-2.737714036444344,-16.486063570645417,0,-2.820650953175737,-16.58738334627864,-67.29448762589617
195,1,195,-2.820650953175737,-16.58738334627864,-3,-2.9060759493999107,-17.08499924483474,-80.41610703800333
196,1,196,-2.9060759493999107,-17.08499924483474,3,-2.9892945977734713,-16.64372967471213,-81.38078470987762
197,1,197,-2.9892945977734713,-16.64372967471213,0,-3.072297884868027,-16.600657418911197,-74.7532541408279
198,1,198,-3.072297884868027,-16.600657418911197,0,3.1283423919027435,-16.50900608176307,-76.18735878564789
199,1,199,3.1283423919027435,-16.50900608176307,3,3.0487121129353176,-15.926055793485189,-80.83715305151296
200,1,200,3.0487121129353176,-15.926055793485189,3,2.9722090789597777,-15.300606795107957,-76.58099087510504
201,1,201,2.9722090789597777,-15.300606795107957,-3,2.8946022278521393,-15.521370221527672,-74.98490364280545
202,1,202,2.8946022278521393,-15.521370221527672,-3,2.8161255485477708,-15.695335860873739,-73.28717230448034
203,1,203,2.8161255485477708,-15.695335860873739,0,2.739224725060532,-15.380164697447677,-61.17170708397633
204,1,204,2.739224725060532,-15.380164697447677,0,2.6641002639492313,-15.024892222260137,-58.06188971092514
205,1,205,2.6641002639492313,-15.024892222260137,-3,2.588724039343301,-15.075244921186055,-65.23376170274409
206,1,206,2.588724039343301,-15.075244921186055,0,2.5155080597139268,-14.643195925874906,-53.08122268478457
207,1,207,2.5155080597139268,-14.643195925874906,-3,2.4424000427550605,-14.621603391773231,-60.205718418881055
208,1,208,2.4424000427550605,-14.621603391773231,0,2.371785529305026,-14.122902690006912,-48.07247102424406
209,1,209,2.371785529305026,-14.122902690006912,3,2.3060154844762524,-13.154008965754693,-52.89133226033671
210,1,210,2.3060154844762524,-13.154008965754693,3,2.2451866885712706,-12.165759180996334,-49.00488597768779
211,1,211,2.2451866885712706,-12.165759180996334,3,2.1893765119783803,-11.162035318578077,-45.42595080133154
212,1,212,2.1893765119783803,-11.162035318578077,-3,2.1342135624589296,-11.032589903890198,-43.94614164966017
213,1,213,2.1342135624589296,-11.032589903890198,-3,2.079783821000582,-10.885948291669461,-42.47789073136903
214,1,214,2.079783821000582,-10.885948291669461,-3,2.0261638933595467,-10.72398552820712,-41.02708717468916
215,1,215,2.0261638933595467,-10.72398552820712,0,1.9756365320693663,-10.105472258036086,-29.727755490029054
216,1,216,1.9756365320693663,-10.105472258036086,3,1.9304549816524699,-9.036310083379291,-35.798772173232415
217,1,217,1.9304549816524699,-9.036310083379291,0,1.8884109988398794,-8.408796562518102,-24.90126646567878
218,1,218,1.8884109988398794,-8.408796562518102,-3,1.847305436636342,-8.221112440707502,-32.821355857406495
219,1,219,1.847305436636342,-8.221112440707502,-3,1.807166478207568,-8.027791685754794,-31.7737973347731
220,1,220,1.807166478207568,-8.027791685754794,3,1.7724475633727026,-6.943782966973098,-29.529464013771722
221,1,221,1.7724475633727026,-6.943782966973098,3,1.743127730544749,-5.863966565590736,-27.63108181320704
222,1,222,1.743127730544749,-5.863966565590736,3,1.7191799796460736,-4.789550179735095,-26.07187810449942
223,1,223,1.7191799796460736,-4.789550179735095,3,1.7005727012255685,-3.721455684101033,-24.84466080164092
224,1,224,1.7005727012255685,-3.721455684101033,3,1.6872708482807859,-2.6603705889565035,-23.94217174434929
225,1,225,1.6872708482807859,-2.6603705889565035,3,1.6792368484343856,-1.606799969280051,-23.357362579827075
226,1,226,1.6792368484343856,-1.606799969280051,0,1.6742157719417847,-1.004215298520153,-14.115837091671322
227,1,227,1.6742157719417847,-1.004215298520153,0,1.6721851045352973,-0.4061334812974575,-13.997509559611697
228,1,228,1.6721851045352973,-0.4061334812974575,0,1.6731215530020414,0.1872896933487983,-14.000186398523283
229,1,229,1.6731215530020414,0.1872896933487983,0,1.6770011122112662,0.7759118418449586,-14.121867570420646
230,1,230,1.6770011122112662,0.7759118418449586,-3,1.6815835674027113,0.9164910382890354,-23.222612053120557
231,1,231,1.6815835674027113,0.9164910382890354,0,1.6890773133450852,1.498749188474759,-14.489535765280628
232,1,232,1.6890773133450852,1.498749188474759,0,1.6994565334560092,2.0758440221848162,-14.871675385975625
233,1,233,1.6994565334560092,2.0758440221848162,3,1.7149098526469992,3.0906638381980063,-24.659799309603244
234,1,234,1.7149098526469992,3.0906638381980063,-3,1.7309594976922962,3.209929009059409,-25.011468337575945
235,1,235,1.7309594976922962,3.209929009059409,0,1.749808972634459,3.7698949884325668,-16.730368025941203
236,1,236,1.749808972634459,3.7698949884325668,-3,1.76921096981871,3.880399436850199,-26.156287257585035
237,1,237,1.76921096981871,3.880399436850199,-3,1.7891502760426936,3.9878612447967097,-26.595597282093387
238,1,238,1.7891502760426936,3.9878612447967097,0,1.8118258466633246,4.535114124126211,-18.47029050507127
239,1,239,1.8118258466633246,4.535114124126211,3,1.839415978181604,5.518026303655885,-28.962117132732757
240,1,240,1.839415978181604,5.518026303655885,0,1.8696452632469371,6.0458570130666525,-21.133105754153267
241,1,241,1.8696452632469371,6.0458570130666525,-3,1.900252015260072,6.121350402626954,-30.80188168267394
242,1,242,1.900252015260072,6.121350402626954,0,1.933420650838449,6.633727115675432,-23.09121060996761
243,1,243,1.933420650838449,6.633727115675432,-3,1.9668818336620257,6.692236564715341,-32.82172376175976
244,1,244,1.9668818336620257,6.692236564715341,-3,2.0005964722138767,6.742927710370175,-33.55863863390084
245,1,245,2.0005964722138767,6.742927710370175,0,2.0367378971043646,7.228284978097571,-25.96631667996465
246,1,246,2.0367378971043646,7.228284978097571,0,2.075240285728564,7.700477724839891,-27.46284693662939
247,1,247,2.075240285728564,7.700477724839891,3,2.1182469897497485,8.601340804236935,-38.83315791098248
248,1,248,2.1182469897497485,8.601340804236935,3,2.165657960541671,9.482194158384544,-41.441572616017744
249,1,249,2.165657960541671,9.482194158384544,0,2.21514648257236,9.897704406137814,-34.33082494739149
250,1,250,2.21514648257236,9.897704406137814,0,2.266610711885775,10.29284586268297,-36.281888191471694
251,1,251,2.266610711885775,10.29284586268297,0,2.319940060213162,10.665869665477425,-38.2866869870044
252,1,252,2.319940060213162,10.665869665477425,3,2.377230517779249,11.45809151321746,-50.384910785831586
253,1,253,2.377230517779249,11.45809151321746,3,2.438331190172638,12.220134478677736,-53.6604636325404
254,1,254,2.438331190172638,12.220134478677736,3,2.5030770474898363,12.949171463439713,-57.09507768730832
255,1,255,2.5030770474898363,12.949171463439713,3,2.5712885501674823,13.642300535529191,-60.66886043128197
256,1,256,2.5712885501674823,13.642300535529191,3,2.642771542963229,14.296598559149317,-64.36048017762826
257,1,257,2.642771542963229,14.296598559149317,0,2.7151019750243313,14.466086412220491,-57.785659282488155
258,1,258,2.7151019750243313,14.466086412220491,3,2.790296613459998,15.03892768713331,-70.54571055331415
259,1,259,2.790296613459998,15.03892768713331,3,2.8681262254620776,15.565922400415948,-74.36053424349382
260,1,260,2.8681262254620776,15.565922400415948,3,2.948350120106242,16.04477892883282,-78.20733524116422
261,1,261,2.948350120106242,16.04477892883282,-3,3.026286740304803,15.587324039712255,-79.0885242446225
